id,name,org,zipcode
"12331","Aftercare at Cenikor Waco","Cenikor","76708"
"12329","Detoxification at Cenikor Waco","Cenikor","76708"
"19857","Inpatient Residential at Cenikor San Antonio","Cenikor","78215"
"12333","Inpatient Residential at Cenikor Waco","Cenikor","76708"
"20269","Medication Assisted Treatment (MAT)","Cenikor","78215"
"12330","Medication Assisted Treatment (MAT) at Cenikor Waco","Cenikor","76708"
"19861","Navigating Recovery","Cenikor",
"12328","Partial Hospitalization at Cenikor Waco","Cenikor","76708"
"12332","Recovery Housing at Cenikor Waco","Cenikor","76708"
"19856","Recovery Support Services at Cenikor San Antonio","Cenikor","78215"
"19855","Recovery Support Services at Cenikor Waco","Cenikor","77043"
"19860","Volunteer & Support Opportunities","Cenikor",
"19859","Women Recovery Housing at Cenikor San Antonio","Cenikor","78215"
"15367","Center Based Services (Heimer Rd location)","Center for Autism and Related Disorders (CARD)","78232"
"15368","Center Based Services (Helotes location)","Center for Autism and Related Disorders (CARD)","78023"
"19616","Early Intervention (Heimer Rd location)","Center for Autism and Related Disorders (CARD)","78232"
"19617","Early Intervention (Helotes Rd location)","Center for Autism and Related Disorders (CARD)","78023"
"15370","Home-Based Services (Heimer Rd location)","Center for Autism and Related Disorders (CARD)","78232"
"15369","Home-Based Services (Helotes location)","Center for Autism and Related Disorders (CARD)","78023"
"15359","Parent Resources","Center for Autism and Related Disorders (CARD)",
"15365","Teen and Adult Program (Heimer Rd location)","Center for Autism and Related Disorders (CARD)","78232"
"15356","Teen and Adult Program (Helotes location)","Center for Autism and Related Disorders (CARD)","78023"
"781","(MCOT) Mobile Community Outreach Team Crisis Line","Center for Health Care Services (CHCS)","78207"
"10708","210 StreetReach","Center for Health Care Services (CHCS)","78208"
"828","ACCESS Program","Center for Health Care Services (CHCS)","78211"
"824","Adult Outpatient Substance Use Treatment","Center for Health Care Services (CHCS)","78207"
"10683","Assisted Outpatient Treatment (AOT)","Center for Health Care Services (CHCS)","78207"
"10695","Bexar County Juvenile Justice Program","Center for Health Care Services (CHCS)","78238"
"2652","CALIDAD ISS (Individualized Skills and Socialization)","Center for Health Care Services (CHCS)","78210"
"901","CenterCare Health and Wellness Clinic","Center for Health Care Services (CHCS)","78229"
"5817","Children's Behavioral Health Services","Center for Health Care Services (CHCS)","78210"
"783","Children’s Crisis Services","Center for Health Care Services (CHCS)","78210"
"782","Children’s Mobile Outreach Team (CMOT)","Center for Health Care Services (CHCS)","78210"
"820","Co-Occurring Psychiatric Substance Abuse Disorder (COPSD)","Center for Health Care Services (CHCS)","78207"
"10684","Community Alternatives to Incarceration (CAIP)","Center for Health Care Services (CHCS)","78207"
"832","Community Reintegration Program","Center for Health Care Services (CHCS)","78207"
"830","Complex Care – ACT/FACT Program, Northwest Clinic","Center for Health Care Services (CHCS)","78229"
"10682","County Court 12 (CC12)","Center for Health Care Services (CHCS)","78207"
"873","Court Ordered Treatment (COT)","Center for Health Care Services (CHCS)","78211"
"870","Crisis Care Center","Center for Health Care Services (CHCS)","78207"
"10696","Crisis Helpline","Center for Health Care Services (CHCS)",
"10704","Crisis Transitional Services (CTS)","Center for Health Care Services (CHCS)","78208"
"837","Day Activity and Habilitation Services (DAHS)","Center for Health Care Services (CHCS)","78210"
"874","Diana M. Burns-Bank Primary Care Clinic","Center for Health Care Services (CHCS)","78207"
"889","Dual Diagnosis Clinic and Expanded Services","Center for Health Care Services (CHCS)","78233"
"10686","Dual Diagnosis Residential Facility (DDRF)","Center for Health Care Services (CHCS)","78224"
"895","Early Childhood Intervention Services (ECI)","Center for Health Care Services (CHCS)","78223"
"854","Employment Connections","Center for Health Care Services (CHCS)","78210"
"834","Forensic Assertive Community Treatment (FACT)","Center for Health Care Services (CHCS)","78229"
"835","Genesis Program (TCOOMMI)","Center for Health Care Services (CHCS)","78211"
"10699","Healthy Outcomes through Early Prevention and Early Support (HOPES) Program","Center for Health Care Services (CHCS)","78210"
"10691","HHSC Rent and Utility Bridge Program","Center for Health Care Services (CHCS)","78207"
"841","Home and Community Based Services (HCS)","Center for Health Care Services (CHCS)","78109"
"10689","Homeless Set Aside Voucher Program","Center for Health Care Services (CHCS)","78207"
"10690","Housing Authority of Bexar County (HABC) Mainstream Voucher Program","Center for Health Care Services (CHCS)","78207"
"818","In-Patient Recovery at Josephine Recovery Center","Center for Health Care Services (CHCS)","78208"
"851","Integrated Treatment Program","Center for Health Care Services (CHCS)","78207"
"847","Intermediate Care Facility (ICF-IID)","Center for Health Care Services (CHCS)","78209"
"10688","Justice Intake and Assessment Annex (JIAA)","Center for Health Care Services (CHCS)","78207"
"10697","LOC-4 Intensive Family Services","Center for Health Care Services (CHCS)","78238"
"10685","Mental Health Court","Center for Health Care Services (CHCS)","78207"
"823","Minor Medical and Injured Detainee Clinic","Center for Health Care Services (CHCS)","78207"
"857","Multi-Agency Partnership for Stabilization (MAPS)","Center for Health Care Services (CHCS)","78208"
"856","Northwest Clinic","Center for Health Care Services (CHCS)","78229"
"805","Opioid Addiction Treatment (OATS)","Center for Health Care Services (CHCS)","78207"
"862","Opportunity Home of San Antonio Homeless Set Aside Voucher Program","Center for Health Care Services (CHCS)","78207"
"10681","Outpatient Competency Restoration (OCR)","Center for Health Care Services (CHCS)","78211"
"10674","Outpatient Mental Health Services for Adults, East Side Clinic","Center for Health Care Services (CHCS)","78202"
"858","Outpatient Mental Health Services for Adults, Northwest Clinic","Center for Health Care Services (CHCS)","78229"
"10673","Outpatient Mental Health Services for Adults, Paul Elizondo Clinic","Center for Health Care Services (CHCS)","78207"
"882","Outpatient Mental Health Services for Children and Adolescents - Drexel","Center for Health Care Services (CHCS)","78210"
"10694","Outpatient Mental Health Services for Children and Adolescents @ Bandera","Center for Health Care Services (CHCS)","78238"
"10707","Outreach, Linkage and Support Services","Center for Health Care Services (CHCS)","78213"
"864","PATH (Project for Assistance in Transition from Homelessness)","Center for Health Care Services (CHCS)","78207"
"860","Paul Elizondo Adult Behavioral Health Clinic","Center for Health Care Services (CHCS)","78207"
"10679","POWER (Providing Opportunities for Wellness, Empowerment and Resilience) Program","Center for Health Care Services (CHCS)","78229"
"10677","Primary Care Services for Adults, Diana M. Burns-Banks Clinic at The Restoration Center","Center for Health Care Services (CHCS)","78207"
"10676","Primary Care Services for Adults, Northwest Clinic","Center for Health Care Services (CHCS)","78229"
"10678","Primary Care Services for Adults, The Integrated Wellness Clinic at Haven for Hope","Center for Health Care Services (CHCS)","78207"
"821","Residential Detoxification (Detox)","Center for Health Care Services (CHCS)","78207"
"849","Respite Services","Center for Health Care Services (CHCS)","78109"
"10710","SA Job Development","Center for Health Care Services (CHCS)","78213"
"10705","Special Multidisciplinary Alternative Response Team (SMART)","Center for Health Care Services (CHCS)","78208"
"871","Substance Abuse Public Sobering Unit","Center for Health Care Services (CHCS)","78213"
"10680","Supported Employment Program","Center for Health Care Services (CHCS)","78207"
"852","Texas Correctional Office on Offenders with Medical or Mental Impairments (TCOOMMI)","Center for Health Care Services (CHCS)","78211"
"881","Texas Correctional Office on Offenders with Medical/Mental Impairments (TCOOMMI)","Center for Health Care Services (CHCS)","78238"
"861","Texas Department of Housing & Community Affairs (Tenant Based Rental Assistance TBRA)","Center for Health Care Services (CHCS)","78207"
"846","Texas Home Living (TxHmL)","Center for Health Care Services (CHCS)","78109"
"867","The Integrated Wellness Clinic","Center for Health Care Services (CHCS)","78207"
"869","The Military Veteran Peer Network Project (MVPN)","Center for Health Care Services (CHCS)","78207"
"10701","The Restoration Center OSAR","Center for Health Care Services (CHCS)","78207"
"10698","Transition Age Youth (TAY)","Center for Health Care Services (CHCS)","78238"
"868","Veteran Services Main Office at Haven for Hope","Center for Health Care Services (CHCS)","78207"
"888","Youth Empowerment Services (YES) Waiver Program","Center for Health Care Services (CHCS)","78213"
"14715","Legal Advice Hotline for Tenants’ Rights","Center for Legal and Social Justice",
"780","Legal Advice on Evictions and Tenant Rights","Center for Legal and Social Justice","78228"
"17344","Legal Aid Clinics","Center for Legal and Social Justice","78228"
"12248","Our Services","Center for Life Resources - Early Childhood Intervention","76801"
"3315","English as a Second Language","Center for Refugee Services","78240"
"493","Household Items","Center for Refugee Services","78240"
"8132","Volunteer Opportunities","Center for Refugee Services","78240"
"13227","Group Offerings","Center for Survivors of Torture, San Antonio Satellite Office","78228"
"13228","How You Can Help","Center for Survivors of Torture, San Antonio Satellite Office","78228"
"13229","Training and Education","Center for Survivors of Torture, San Antonio Satellite Office","78228"
"13226","Wraparound Services","Center for Survivors of Torture, San Antonio Satellite Office","78228"
"17621","Curriculum and Professional Learning Scholarships for Educators","Center for the Collaborative Classroom",
"17623","Professional Learning for Educators","Center for the Collaborative Classroom",
"15575","Coach to Communicate","Center on Disability & Development",
"15574","Directory of Community Resources for People with Disabilities","Center on Disability & Development",
"18997","Pre-K at Center Point Elementary School","Center Point Independent School District","78010"
"19015","Set Sail for Fun, Friendship, and Home Runs!","Center Point Little League","78010"
"8571","Individual Therapy for Young Women","Center Yourself Therapy",
"8572","Therapy for Adolescents & Teens","Center Yourself Therapy",
"14958","About Children’s Mental Health","Centers for Disease Control and Prevention (CDC)",
"19603","Early Intervention","Centers for Disease Control and Prevention (CDC)",
"11556","Canlen West Apartments","Centex Management, LLC","78213"
"11222","Coronado Apartments","Centex Management, LLC","78216"
"11028","DeChantle Apartments","Centex Management, LLC","78201"
"13718","Gardenwood Apartments","Centex Management, LLC","78201"
"11049","Gardina Courts","Centex Management, LLC","78201"
"11171","Lantana Apartments","Centex Management, LLC","78230"
"11227","Mediterranean Villas Apartments","Centex Management, LLC","78213"
"11048","Pepperidge Apartments","Centex Management, LLC","78201"
"11103","Santa Fe Apartments","Centex Management, LLC","78216"
"11149","Spanish Oaks Apartments","Centex Management, LLC","78209"
"11044","The Cove Apartments","Centex Management, LLC","78216"
"11084","The Park on Bandera","Centex Management, LLC","78228"
"10423","Benevolent Sewing Group","Central Christian Church of San Antonio (CCCSA)","78205"
"10424","Central Christian Church Child Development Center","Central Christian Church of San Antonio (CCCSA)","78205"
"4109","Spiritual Services","Central Christian Church of San Antonio (CCCSA)","78205"
"7030","Central Park Lions Club Foundation Scholarship","Central Park Lions Club Foundation","78230"
"8945","Program Support & Sponsorship","Central Park Lions Club Foundation","78230"
"16778","Mediation","Central Texas Dispute Resolution Center","78130"
"18712","Get Help","Central Texas Food Bank",
"18839","Volunteer and Support Opportunities","Central Texas Food Bank","78744"
"12572","Al-Anon Meetings","Central Texas Intergroup of Alcoholics Anonymous","76710"
"12573","Alateen Meetings","Central Texas Intergroup of Alcoholics Anonymous","76710"
"12569","Alcoholics Anonymous Meetings","Central Texas Intergroup of Alcoholics Anonymous","76710"
"12371","Central Texas AA Hotline","Central Texas Intergroup of Alcoholics Anonymous",
"12571","Drug Addicts Anonymous Meetings","Central Texas Intergroup of Alcoholics Anonymous","76710"
"12372","Narcotics Anonymous Hotline","Central Texas Intergroup of Alcoholics Anonymous",
"12570","Narcotics Anonymous Meetings","Central Texas Intergroup of Alcoholics Anonymous","76710"
"15994","ABA Therapy for Autism","Centria Autism","78238"
"18382","Autism Spectrum Disorder Diagnosis Services","Centria Autism","78238"
"15997","Center-Based ABA Therapy","Centria Autism","78238"
"15995","Early Intensive Behavioral Intervention (EIBI)","Centria Autism","78238"
"15996","In-Home ABA Therapy","Centria Autism","78238"
"18381","Life Skills Autism Academy","Centria Autism","78238"
"15998","Telesupervision","Centria Autism",
"18689","Centric Physicians Group (Fredericksburg location)","Centric Physicians Group - Administrative Office","78624"
"19282","Food Pantry","Centro Cristiano Internacional","78228"
"6720","Spiritual Services","Centro Cristiano Internacional","78228"
"10615","Galería Expresión","Centro Cultural Aztlan","78201"
"10617","Program Support & Sponsorship","Centro Cultural Aztlan","78201"
"10616","Volunteer Opportunities","Centro Cultural Aztlan","78201"
"8946","Art Everywhere","Centro San Antonio","78205"
"6544","Arts & Culture","Centro San Antonio","78205"
"19556","The Centro Ambassador","Centro San Antonio","78205"
"609","Berto Guerra Jr. Clinic","CentroMed","78242"
"16316","CentroMed Barlite Women’s Health Care","CentroMed","78224"
"613","CentroMed Family First Clinic","CentroMed","78109"
"16317","CentroMed Noemi Galvan Eling Pharmacy","CentroMed","78218"
"1670","Family Medicine Clinic","CentroMed","78130"
"603","Maria Castro Flores Clinic","CentroMed","78069"
"611","Noemi Galvan Eling Clinic","CentroMed","78218"
"604","Palo Alto Clinic","CentroMed","78224"
"12123","SA Pediatrics New Braunfels","CentroMed","78130"
"20440","SA Pediatrics Promesa Building","CentroMed","78207"
"12130","SA Pediatrics Sorrento Plaza","CentroMed","78251"
"12135","SA Pediatrics Southeast","CentroMed","78235"
"12136","SA Pediatrics Southwest","CentroMed","78224"
"12129","SA Pediatrics Stone Oak","CentroMed","78258"
"12131","SA Pediatrics Tri-County Crossing Phase II","CentroMed","78154"
"326","Sarah E Davidson Clinic","CentroMed","78207"
"607","South Park Dental Clinic","CentroMed","78211"
"605","South Park Medical Clinic","CentroMed","78211"
"1666","South Park Pharmacy","CentroMed","78211"
"602","Southside Medical Clinic","CentroMed","78221"
"16533","Ways to Give","CentroMed",
"608","WIC Nutrition Program on SW Military","CentroMed","78221"
"1667","WIC Nutrition Program on Walzem","CentroMed","78218"
"11416","Villa Rodriguez Apartments","Cesar Chavez Foundation","78217"
"6884","Gan Gani Preschool","Chabad Center for Jewish Life and Learning","78216"
"6885","Spiritual Services","Chabad Center for Jewish Life and Learning","78216"
"14271","Spiritual Services","Chabad Israeli Center","78255"
"14273","Spiritual Services","Chabad of Boerne","78015"
"18386","Champion Pediatric Therapy (Helotes location)","Champion Pediatric Therapy","78023"
"18391","Feeding Therapy","Champion Pediatric Therapy","78260"
"18392","Group Sessions","Champion Pediatric Therapy","78260"
"18388","Occupational Therapy","Champion Pediatric Therapy","78260"
"18389","Physical Therapy","Champion Pediatric Therapy","78260"
"18390","Speech Therapy","Champion Pediatric Therapy","78260"
"19197","Durable Medical and Respiratory Equipment","Champs Medical","78229"
"2405","Changin’ Lives","Changin' Lives Hope Association","78210"
"8134","Volunteer Opportunities","Changin' Lives Hope Association",
"14866","Changing Seasons - Castroville","Changing Seasons Senior Living","78009"
"14867","Changing Seasons Blanco Road","Changing Seasons Senior Living","78232"
"14865","Cottages at Danny Kaye","Changing Seasons Senior Living","78240"
"14864","Honey's House of Helotes","Changing Seasons Senior Living","78023"
"15833","Couples & Families Therapy","Chanveen Taneja, LPC, NCC",
"15832","Individual Counseling","Chanveen Taneja, LPC, NCC",
"2451","Food Pantry at Chapel Hill UMC","Chapel Hill United Methodist Church","78227"
"9039","Spiritual Services","Chapel Hill United Methodist Church","78227"
"19101","Food Pantry","Chapel of the Hills Baptist Church","78609"
"8948","Pilates for Parkinson's","Chapter 3 (C3)","78258"
"6563","Pioneer Group","Chapter 3 (C3)","78209"
"8949","Volunteer and Support Opportunities","Chapter 3 (C3)","78209"
"14872","Chapters Living New Braunfels","Chapters Living","78123"
"14870","Chapters Living of San Antonio","Chapters Living","78251"
"18719","Donate","Chari-T2000",
"18718","Financial Support for Services and Equipment","Chari-T2000",
"19782","Outdoor Healing Justice Program","Charles Roundtree Bloom Project",
"15681","Behavioral Issues Support","Charlie Health Inc.",
"15668","Family Therapy","Charlie Health Inc.",
"15667","Individual Therapy","Charlie Health Inc.",
"15679","Intensive Outpatient Program (IOP) - Virtual","Charlie Health Inc.",
"15680","Maternal Mental Health Program","Charlie Health Inc.",
"15666","Neurodivergent-Affirming Care","Charlie Health Inc.",
"16603","Yoga, Mindfulness, and Meditation","Charlie Health Inc.",
"15185","Spectrum Digital Education Grant","Charter Communications / Spectrum","78216"
"18274","Community Involvement/Donations","Chicken N Pickle",
"18272","Inclusive Fun and Dining for All Abilities","Chicken N Pickle","78249"
"2764","Educational Advocacy","Child Advocacy Access Services","78228"
"278","Child Advocates","Child Advocates San Antonio (CASA)","78222"
"8135","Program Support & Sponsorship","Child Advocates San Antonio (CASA)","78222"
"17839","Couples and Families","Child, Family, Adult Consultants","78217"
"17840","Developmental Delays","Child, Family, Adult Consultants","78217"
"17838","Individual Counseling and Therapy","Child, Family, Adult Consultants","78217"
"16000","Adult to Adult","Children and Adults with Attention-Deficit/Hyperactivity Disorder (CHADD)",
"15999","Training on ADHD Self-Paced Online Courses","Children and Adults with Attention-Deficit/Hyperactivity Disorder (CHADD)",
"10735","Godparent Program","Children Matter Family Life Center","78212"
"10733","The S.A.F.E. Program","Children Matter Family Life Center","78212"
"1555","Prevention: Darkness to Light","Children's Advocacy Center of Comal County","78132"
"8136","Volunteer Opportunities","Children's Advocacy Center of Comal County","78132"
"13625","Forensic Interviews","Children's Advocacy Center of the Big Bend, Inc.",
"13624","Safe House","Children's Advocacy Center of the Big Bend, Inc.",
"10629","Be a Part of CAMP","Children's Association for Maximum Potential (CAMP)","78227"
"18793","School-Year Programs","Children's Association for Maximum Potential (CAMP)","78010"
"10618","Summer Camp","Children's Association for Maximum Potential (CAMP)","78010"
"15584","Volunteer Oportunities","Children's Association for Maximum Potential (CAMP)","78227"
"18794","Ways to Donate","Children's Association for Maximum Potential (CAMP)",
"17522","Dental Treatment","Children's Dentistry at Hausman Village","78249"
"17521","Pediatric Dentistry","Children's Dentistry at Hausman Village","78249"
"17520","Special Needs Dentistry","Children's Dentistry at Hausman Village","78249"
"16541","Volunteer & Support Opportunities","Children's Hunger Fund","78218"
"19121","Children's Educational Programs","Children's Lighthouse of Helotes","78023"
"10196","Comfort and Consults Center","Children’s Bereavement Center of South Texas (CBCST)","78801"
"2623","Crisis Services","Children’s Bereavement Center of South Texas (CBCST)","78212"
"2620","Grief Camps","Children’s Bereavement Center of South Texas (CBCST)","78212"
"2618","Grief Counseling Services","Children’s Bereavement Center of South Texas (CBCST)","78212"
"13655","Grief Resources","Children’s Bereavement Center of South Texas (CBCST)",
"2619","Grief Support Groups","Children’s Bereavement Center of South Texas (CBCST)","78212"
"13654","School-Based Grief Support Groups","Children’s Bereavement Center of South Texas (CBCST)","78212"
"2622","Volunteer and Support Opportunities with CBCST","Children’s Bereavement Center of South Texas (CBCST)","78212"
"7107","Care & Treatment","Children’s Rehabilitation Institute TeletonUSA (CRIT)","78233"
"8950","Program Support & Sponsorship","Children’s Rehabilitation Institute TeletonUSA (CRIT)","78233"
"7409","Counseling Services","ChildSafe","78220"
"15094","Online Safety for Parents","ChildSafe",
"5527","Prevention and Awareness","ChildSafe","78220"
"8140","Volunteer Opportunities","ChildSafe","78220"
"15809","Individual Counseling","Chill Counseling",
"15810","Relationship and Family Therapy","Chill Counseling",
"15811","Virtual Groups and Classes","Chill Counseling",
"6985","Balavihar","Chinmaya Mission San Antonio (CMSA)","78255"
"8972","Volunteer and Support Opportunities","Chinmaya Mission San Antonio (CMSA)","78255"
"16509","Choice Magazine Listening","Choice Magazine Listening",
"13192","FirstPlay® Therapy","Chosen for Hope Counseling, Inc","78209"
"13191","Play Therapy","Chosen for Hope Counseling, Inc","78209"
"13190","Testing and Services","Chosen for Hope Counseling, Inc","78209"
"2517","Christ Community Church Food Pantry","Christ Community Church","78101"
"9071","Spiritual Services","Christ Community Church","78101"
"85","Sidewalk Saturday","Christ Episcopal Church","78212"
"4123","Spiritual Services","Christ Episcopal Church","78212"
"13923","Spiritual Services","Christ Fellowship United Methodist Church","78254"
"6900","Celebrate Recovery","Christ Is King Church","78230"
"10476","Spiritual Services - Fredericksburg","Christ Is King Church","78624"
"6812","Spiritual Services - San Antonio","Christ Is King Church","78230"
"7801","Spiritual Services","Christ Lutheran of Alamo Heights Church","78209"
"4220","Spiritual Services","Christ Our Savior Lutheran Church","78216"
"4463","Food Bank CNX","Christ Redeeming Community Church","78220"
"4462","Spiritual Services","Christ Redeeming Community Church","78220"
"6359","Spiritual Services","Christ Temple Apostolic Church","78203"
"7393","Spiritual Services","Christ Temple Church of God in Christ","78227"
"6032","Spiritual Services","Christ the King Catholic Church","78207"
"7802","Spiritual Services","Christ the King Lutheran Church","78148"
"6357","Spiritual Services","Christian Apostolic Church of San Antonio","78228"
"248","Bus Passes","Christian Assistance Ministry (CAM)","78215"
"253","Clothes Closet - CAM NW","Christian Assistance Ministry (CAM)","78249"
"246","Financial Assistance","Christian Assistance Ministry (CAM)","78215"
"252","Financial Assistance - CAM NW","Christian Assistance Ministry (CAM)","78249"
"35","Groceries","Christian Assistance Ministry (CAM)","78215"
"251","Groceries - CAM NW","Christian Assistance Ministry (CAM)","78249"
"249","ID Recovery - CAM","Christian Assistance Ministry (CAM)","78215"
"255","In-State Birth Certificate Recovery- CAM NW","Christian Assistance Ministry (CAM)","78249"
"1935","Mail Service","Christian Assistance Ministry (CAM)","78215"
"4049","Prescription Assistance","Christian Assistance Ministry (CAM)","78215"
"3583","Sack Lunches Meals for Those Experiencing Street Homelessness","Christian Assistance Ministry (CAM)","78215"
"3760","Showers for Those Experiencing Street Homelessness","Christian Assistance Ministry (CAM)","78215"
"3594","Volunteer and Support at CAM Downtown","Christian Assistance Ministry (CAM)","78215"
"3595","Volunteer and Support at CAM Northwest","Christian Assistance Ministry (CAM)","78249"
"18532","Clothing","Christian Assistance Ministry (CAM) - Kerr County","78028"
"18534","Financial Assistance","Christian Assistance Ministry (CAM) - Kerr County","78028"
"18520","Food Pantry","Christian Assistance Ministry (CAM) - Kerr County","78028"
"18535","Senior Food Program","Christian Assistance Ministry (CAM) - Kerr County","78028"
"18528","Volunteer & Support Services","Christian Assistance Ministry (CAM) - Kerr County","78028"
"16969","Monthly luncheon","Christian Chamber of San Antonio","78216"
"10755","Spiritual Services","Christian Church Kingdom Heirs","78237"
"9217","Christian Cupboard Food Distribution","Christian Cupboard of Seguin","78155"
"2435","CFBC Food Pantry","Christian Family Baptist Church","78245"
"13919","Spiritual Services","Christian Family Church","78247"
"16135","Spiritual Services","Christian Family Church International of San Antonio","78247"
"16114","Spiritual Services","Christian Family Church Windsor Park","78247"
"6647","Jail Outreach","Christian Job Corps of Gillespie County (CJCGC)","78624"
"6644","Job Training Center","Christian Job Corps of Gillespie County (CJCGC)","78624"
"6651","Jobs for Life","Christian Job Corps of Gillespie County (CJCGC)","78624"
"8974","Next Level Learning","Christian Job Corps of Gillespie County (CJCGC)","78624"
"8973","Program Support & Sponsorship","Christian Job Corps of Gillespie County (CJCGC)","78624"
"6650","Volunteering","Christian Job Corps of Gillespie County (CJCGC)","78624"
"6642","Prepped for Life","Christian Job Corps of Kendall County","78006"
"8975","Volunteer Opportunities","Christian Job Corps of Kendall County","78006"
"6641","Women's Program","Christian Job Corps of Kendall County","78006"
"18897","Life Skills Development","Christian Men's Life Skills","78028"
"18898","Volunteer and Support Opportunities","Christian Men's Life Skills","78028"
"18917","Enrichment Classes","Christian Women's Job Core- Kerr County","78028"
"18923","Volunteer and Support Opportunities","Christian Women's Job Core- Kerr County","78028"
"8815","Spiritual Services","Christian World Ministries & Worship Center","78239"
"15547","Counseling/Treatment Services","Christina Brooks LPC",
"20058","Christus Childrens Kidney Center","CHRISTUS Health","78207"
"19129","David Christopher Goldsbury Center for Children and Families","CHRISTUS Health","78207"
"18633","Boerne WIC Clinic","CHRISTUS Santa Rosa","78006"
"20474","Christus Children's - The Chef's Table","CHRISTUS Santa Rosa","78207"
"15503","CHRISTUS Children's Neurosciences Center","CHRISTUS Santa Rosa","78207"
"15502","Comprehensive Autism Program","CHRISTUS Santa Rosa","78207"
"18629","Fredericksburg WIC Clinic","CHRISTUS Santa Rosa","78624"
"18639","Johnson City WIC Clinic","CHRISTUS Santa Rosa","78636"
"18631","Kerrville WIC Clinic","CHRISTUS Santa Rosa","78028"
"11876","Home and Community Based Care","CHRISTUS VNA Community Care","78240"
"20053","Palliative Care Services","CHRISTUS VNA Palliative Care – San Antonio","78240"
"18883","Daycare Program","Christy Williams Home Daycare","78624"
"20259","Case Management","Chrysalis Ministries Inc.","78212"
"11778","Life Skills Classes","Chrysalis Ministries Inc.","78212"
"1482","Mental Health Counseling","Chrysalis Ministries Inc.","78212"
"13139","Volunteer and Support","Chrysalis Ministries Inc.","78212"
"20260","Workforce and Career Development","Chrysalis Ministries Inc.","78212"
"18448","Sensory Sensitive Sundays - Helotes","Chuck E Cheese","78250"
"18447","Sensory Sensitive Sundays - Ingram Rd","Chuck E Cheese","78238"
"18449","Sensory Sensitive Sundays - Military Dr","Chuck E Cheese","78221"
"18450","Sensory Sensitive Sundays - Stone Oak","Chuck E Cheese","78232"
"7615","Spiritual Services","Church At Oak Knoll","78228"
"10862","Spiritual Services","Church Highway to Heaven","78073"
"13860","Spiritual Services","Church Home SA","78207"
"13920","Spiritual Services","Church In San Antonio","78249"
"10780","Spiritual Services","Church of Acts","78245"
"15643","Spiritual Services","Church Of God 7Th Day","78228"
"7145","Spiritual Services","Church of God Northwest","78228"
"7146","Spiritual Services","Church Of God Rios De Agua Viva","78218"
"7172","Iglesia De Dios - Romero","Church of God Romero","78237"
"14249","Spiritual Services","Church Of God Seventh Day Adventists","78207"
"14248","Spiritual Services","Church Of God Seventh Day Ceralvo","78207"
"4657","Spiritual Services","Church Of God Vida Abundante","78223"
"6238","Spiritual Services","Church of Reconciliation","78217"
"6046","Spiritual Services","Church of the Good Shepherd - Schertz","78154"
"7449","Spiritual Services","Church of the Holy Spirit Episcopal Church","78250"
"10508","Food Pantry","Church of the Resurrection","78218"
"6789","Spiritual Services","Church of the Resurrection","78218"
"12639","Spiritual Services","Church Unlimited-Stone Oak","78258"
"19719","Anger","Churches Care",
"13008","Anxiety","Churches Care",
"13009","Loneliness","Churches Care",
"13010","Loss","Churches Care",
"13011","Relationship Problems","Churches Care",
"13012","Sadness","Churches Care",
"3216","HomePointe Online Center","Churchill Baptist Church",
"6887","Mother's Day Out & Preschool","Churchill Baptist Church","78231"
"6886","Spiritual Services","Churchill Baptist Church","78231"
"13380","Canyon Point Apartment Homes","Churchill Forge Properties","78232"
"14132","Oak Springs","Churchill Forge Properties","78217"
"12258","Adult Education Workshops","Cibolo Center for Conservation","78006"
"12255","Art Camps","Cibolo Center for Conservation","78006"
"12249","Cibolo Nature Center","Cibolo Center for Conservation","78006"
"12257","Cibolo Spring Break Camp","Cibolo Center for Conservation","78006"
"12253","Deep Roots - Farm to Market Program","Cibolo Center for Conservation","78006"
"12259","Educator Professional Development","Cibolo Center for Conservation","78006"
"12250","Herff Farm","Cibolo Center for Conservation","78006"
"12252","Internships","Cibolo Center for Conservation","78006"
"12254","Nature Camps","Cibolo Center for Conservation","78006"
"12251","The Nest Nature School","Cibolo Center for Conservation","78006"
"12260","Volunteer Opportunities","Cibolo Center for Conservation","78006"
"7539","Cibolo Ward","Cibolo Valley Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78108"
"13039","Disaster Response","Cibolo Valley Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78108"
"7541","Garden Ridge Ward","Cibolo Valley Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78108"
"7540","Schertz Ward","Cibolo Valley Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78108"
"6331","Volunteer Opportunities","Cine Studio San Antonio","78201"
"17252","Accessible Seating - Cinemark McCreless Market","Cinemark Theatres","78223"
"17251","Accessible Seating - Cinemark San Antonio 16","Cinemark Theatres","78229"
"17253","Audio and Visual Assistive Technology - Cinemark McCreless Market","Cinemark Theatres","78223"
"17254","Audio and Visual Assistive Technology - Cinemark San Antonio 16","Cinemark Theatres","78229"
"13374","Bungalow 09","Ciranta Property Management","78209"
"14170","Park Hill","Ciranta Property Management","78666"
"12575","Peer Transportation","Circle of Arms",
"19323","Our Services - San Antonio","Circle of Care","78201"
"19325","Our Services - Schertz","Circle of Care","78154"
"14418","Hospice and Palliative Care Services","Circle of Life Hospice and Palliative Care","78216"
"14426","Volunteer with Circle of Life","Circle of Life Hospice and Palliative Care","78216"
