CartID,DATETIME,geometry,WEEK1PRCP,WEEK1SNOW,WEEK1TFRZ,WEEK1TMAX,WEEK1TMIN,WEEK1TAVG,WEEK1TDIF,WEEK2PRCP,WEEK2SNOW,WEEK2TFRZ,WEEK2TMAX,WEEK2TMIN,WEEK2TAVG,WEEK2TDIF,WEEK3PRCP,WEEK3SNOW,WEEK3TFRZ,WEEK3TMAX,WEEK3TMIN,WEEK3TAVG,WEEK3TDIF,WEEK4PRCP,WEEK4SNOW,WEEK4TFRZ,WEEK4TMAX,WEEK4TMIN,WEEK4TAVG,WEEK4TDIF
409764,2023-02-06,POINT (29.3436761821502 -98.6144025314097),0.94,0.0,3,51.6,33.9,41.7,17.7,0.95,0.0,1,62.4,40.1,51.0,22.2,0.13,0.0,0,71.1,47.8,60.6,23.3,0.01,0.0,1,72.8,42.9,57.9,29.9
408819,2022-01-22,POINT (29.4183640771381 -98.5592557656061),0.0,0.0,2,65.9,37.1,50.9,28.8,0.11,0.0,0,66.7,40.6,51.9,26.1,0.02,0.0,2,64.3,35.3,50.7,29.0,0.04,0.0,0,81.0,59.4,68.0,21.6
206908,2023-12-19,POINT (29.4573473622134 -98.532584859822),0.33,0.0,0,68.0,45.5,55.3,22.6,0.02,0.0,1,72.0,43.9,57.6,28.0,0.43,0.0,0,70.8,49.2,58.3,21.6,0.12,0.0,0,62.7,44.7,53.4,18.0
415623,2024-01-12,POINT (29.5289880647522 -98.548884272745),0.62,0.0,1,69.7,38.4,52.4,31.2,0.65,0.0,0,61.9,39.9,49.9,22.0,0.71,0.0,0,67.8,47.6,56.6,20.2,0.25,0.0,0,70.6,47.0,57.4,23.6
509653,2022-07-12,POINT (29.3310926970124 -98.4206893486677),0.0,0.0,0,102.9,76.4,89.7,26.5,0.7,0.0,0,98.0,73.8,84.7,24.2,0.07,0.0,0,100.7,73.7,87.7,27.0,0.0,0.0,0,99.6,74.3,86.3,25.3
309646,2023-01-06,POINT (29.4857488927871 -98.4081007157577),0.01,0.0,0,78.0,48.1,63.1,29.8,0.0,0.0,5,57.7,28.5,41.6,29.2,0.46,0.0,1,57.4,36.8,47.7,20.6,2.25,0.0,0,75.4,56.7,66.3,18.7
203340,2023-05-14,POINT (29.4538382956295 -98.5301070041129),2.86,0.0,0,83.5,68.8,75.4,14.7,0.01,0.0,0,86.3,63.8,74.7,22.6,1.38,0.0,0,79.1,59.2,67.7,19.9,1.6,0.0,0,82.0,60.3,70.9,21.7
420024,2022-04-14,POINT (29.5875978627156 -98.5010473206244),0.14,0.0,0,88.5,58.7,72.1,29.8,0.0,0.0,0,86.9,58.8,72.0,28.1,0.07,0.0,0,87.1,51.6,68.7,35.5,0.18,0.0,0,78.3,48.4,63.7,29.9
308336,2022-11-22,POINT (29.4974302927854 -98.4399096515133),0.77,0.0,0,54.2,42.1,47.3,12.1,0.27,0.0,0,74.3,54.0,63.4,20.3,0.48,0.0,0,82.0,61.7,71.3,20.2,0.88,0.0,0,78.1,51.5,65.4,26.6
404998,2024-02-06,POINT (29.4292900463388 -98.5141439077412),0.87,0.0,0,71.9,47.8,58.4,24.1,2.55,0.0,0,66.4,47.9,56.3,18.5,3.12,0.0,4,51.5,30.2,39.0,21.2,0.18,0.0,4,61.4,30.4,45.1,31.0
309387,2023-05-07,POINT (29.5015886835506 -98.4045256622683),0.01,0.0,0,86.3,63.8,74.7,22.6,0.86,0.0,0,79.1,59.2,67.7,19.9,0.85,0.0,0,82.0,60.2,70.9,21.8,0.23,0.0,0,79.7,56.2,67.1,23.5
418786,2024-04-17,POINT (29.4715789846065 -98.5225488926912),0.62,0.0,0,83.1,60.5,71.0,22.6,0.13,0.0,0,84.2,56.0,70.4,28.2,0.3,0.0,0,80.3,56.7,67.1,23.6,0.42,0.0,0,74.2,54.4,64.1,19.8
847253,2023-09-08,POINT (29.5917718918433 -98.3678650808516),0.09,0.0,0,102.1,76.2,88.7,25.9,0.39,0.0,0,102.7,74.7,88.3,28.0,0.77,0.0,0,101.5,76.7,88.9,24.8,0.0,0.0,0,105.0,78.5,90.9,26.6
845850,2023-09-07,POINT (29.4177242519327 -98.6425704712775),0.08,0.0,0,102.0,75.3,88.4,26.7,0.39,0.0,0,102.6,75.1,88.1,27.5,0.64,0.0,0,102.3,76.7,89.6,25.6,0.0,0.0,0,104.8,78.9,90.6,25.9
304139,2024-04-22,POINT (29.5236063900467 -98.4050158683775),0.66,0.0,0,82.3,67.3,72.7,15.0,0.63,0.0,0,83.1,58.2,70.9,24.9,0.26,0.0,0,84.2,55.2,69.9,29.0,0.21,0.0,0,77.7,54.8,65.3,22.8
506416,2023-04-10,POINT (29.383294525224 -98.4670187771469),1.27,0.0,0,74.2,58.8,66.4,15.4,0.11,0.0,0,80.0,59.6,70.1,20.5,0.5,0.0,0,78.8,56.0,66.7,22.8,0.86,0.0,0,66.6,48.8,57.9,17.9
309773,2023-06-09,POINT (29.4624373855948 -98.4652152195588),0.83,0.0,0,87.4,67.5,77.3,20.0,0.34,0.0,0,86.5,67.4,76.9,19.1,0.9,0.0,0,84.7,67.4,75.4,17.3,3.8,0.0,0,84.4,66.0,74.6,18.3
845597,2024-03-18,POINT (29.3832755139084 -98.3796770922914),0.56,0.0,0,78.1,60.7,68.6,17.4,0.13,0.0,0,78.4,55.1,67.3,23.3,0.0,0.0,0,74.2,52.6,62.6,21.6,0.0,0.0,0,79.3,48.7,63.0,30.6
519716,2023-12-30,POINT (29.305189013954 -98.4848553049443),0.69,0.0,0,66.4,43.7,54.4,22.8,0.19,0.0,0,71.8,48.0,57.9,23.7,0.24,0.0,1,67.2,46.0,55.9,21.3,0.03,0.0,0,73.6,46.0,59.0,27.6
208971,2022-06-25,POINT (29.4706395075949 -98.724075538125),0.0,0.0,0,100.3,73.2,87.4,27.1,0.0,0.0,0,101.0,74.9,87.4,26.1,0.01,0.0,0,101.1,73.8,86.0,27.3,0.0,0.0,0,96.3,74.3,84.9,22.1
509034,2022-12-11,POINT (29.3948263195156 -98.3785912398089),0.11,0.0,0,76.8,63.0,68.1,13.8,0.18,0.0,0,68.8,47.5,58.0,21.3,2.38,0.0,0,58.5,48.4,52.6,10.1,0.49,0.0,0,58.3,42.6,49.3,15.7
506777,2024-03-01,POINT (29.3913905659004 -98.4633183758593),0.0,0.0,0,75.8,51.9,64.6,24.0,0.0,0.0,0,71.9,46.1,57.4,25.8,0.05,0.0,0,70.4,51.2,59.7,19.2,1.29,0.0,0,71.5,49.2,59.3,22.3
412121,2022-04-20,POINT (29.4640911799115 -98.6103020422771),0.08,0.0,0,86.3,66.1,74.4,20.2,0.08,0.0,0,86.3,57.0,71.1,29.3,0.09,0.0,0,87.2,59.1,72.0,28.1,0.01,0.0,0,85.2,48.9,66.1,36.3
409534,2022-03-25,POINT (29.4064429511036 -98.5389377184352),0.28,0.0,0,78.6,46.6,62.7,32.0,0.04,0.0,2,75.0,39.8,57.4,35.2,0.01,0.0,0,75.0,52.1,60.1,22.9,0.08,0.0,2,63.8,36.6,48.4,27.2
304900,2024-05-20,POINT (29.6129460705843 -98.4581193923516),0.28,0.0,0,90.7,66.2,77.7,24.5,0.07,0.0,0,90.5,72.8,78.6,17.7,0.53,0.0,0,85.4,72.0,76.3,13.4,0.88,0.0,0,82.4,66.3,72.4,16.1
511944,2022-01-29,POINT (29.3057400611514 -98.4784335287991),0.04,0.0,1,58.6,40.3,49.7,18.2,0.0,0.0,2,65.9,37.1,50.9,28.8,0.1,0.0,0,66.7,40.6,51.9,26.1,0.04,0.0,2,64.5,36.1,50.7,28.5
304992,2022-05-21,POINT (29.5836183166095 -98.4375445132259),0.12,0.0,0,98.5,71.7,83.0,26.9,0.0,0.0,0,97.0,73.4,82.9,23.6,0.73,0.0,0,90.4,71.9,78.1,18.5,0.86,0.0,0,84.7,66.2,72.7,18.5
8484245,2022-09-09,POINT (29.556618926064 -98.4054984829366),0.05,0.0,0,93.0,72.7,81.3,20.3,0.18,0.0,0,94.9,75.4,83.6,19.5,0.53,0.0,0,94.7,75.6,83.0,19.0,0.71,0.0,0,96.1,75.1,84.6,20.9
307359,2024-01-03,POINT (29.5802209284195 -98.4049045147625),0.16,0.0,0,65.0,38.5,50.4,26.5,0.63,0.0,0,69.0,53.1,59.9,15.9,0.5,0.0,0,68.0,46.4,55.7,21.6,0.03,0.0,1,71.4,43.7,57.3,27.6
415697,2023-09-12,POINT (29.5230745551782 -98.554303403233),0.24,0.0,0,102.3,76.6,88.7,25.7,0.73,0.0,0,101.2,73.8,87.1,27.4,0.69,0.0,0,101.2,76.6,88.1,24.6,0.02,0.0,0,104.7,77.4,91.4,27.4
501629,2022-10-31,POINT (29.3732152719844 -98.4276602269065),0.25,0.0,0,79.6,53.4,67.1,26.2,0.7,0.0,0,80.6,54.7,68.1,25.9,0.0,0.0,0,91.6,68.7,79.3,22.9,0.0,0.0,0,88.3,62.0,75.3,26.3
406597,2023-06-29,POINT (29.4105876307403 -98.5976702310579),0.13,0.0,0,99.0,75.9,88.0,23.0,0.05,0.0,0,101.0,78.6,88.4,22.4,0.06,0.0,0,94.4,75.2,84.4,19.2,1.1,0.0,0,87.0,67.5,77.1,19.6
512950,2023-07-11,POINT (29.660772918426 -98.5002447366522),0.08,0.0,0,97.6,76.8,85.7,20.8,0.08,0.0,0,99.3,76.4,87.6,22.9,0.1,0.0,0,99.2,76.8,88.1,22.4,0.01,0.0,0,98.1,78.5,87.1,19.6
307534,2023-10-23,POINT (29.5658988267476 -98.4330436716272),0.25,0.0,0,87.0,53.3,70.4,33.7,0.12,0.0,0,82.0,63.7,72.0,18.3,1.03,0.0,0,87.5,68.5,77.7,19.0,0.06,0.0,0,96.6,73.9,84.3,22.7
312559,2022-10-14,POINT (29.4417212928861 -98.4948215611487),0.0,0.0,0,89.8,65.4,77.6,24.4,0.0,0.0,0,88.6,59.9,74.6,28.7,0.0,0.0,0,93.7,65.2,80.6,28.5,0.0,0.0,0,96.0,72.5,83.9,23.5
207404,2023-09-06,POINT (29.4603706829757 -98.556950482888),0.07,0.0,0,101.8,74.4,88.1,27.4,1.34,0.0,0,102.3,76.1,87.6,26.2,0.0,0.0,0,103.0,77.0,90.9,26.0,0.0,0.0,0,105.1,78.2,90.3,26.9
504675,2022-05-25,POINT (29.3894185446291 -98.4739209598225),0.27,0.0,0,94.7,70.6,80.6,24.1,0.0,0.0,0,96.9,70.2,81.9,26.7,0.5,0.0,0,95.7,73.6,82.0,22.1,0.39,0.0,0,88.3,70.6,75.9,17.8
401946,2022-11-25,POINT (29.3516163234007 -98.5222681629902),1.08,0.0,0,56.0,46.7,50.0,9.3,0.4,0.0,0,63.7,42.9,52.4,20.8,0.65,0.0,0,84.4,64.0,73.7,20.4,0.45,0.0,0,77.5,56.9,66.4,20.5
309450,2023-05-02,POINT (29.4886869015596 -98.4158662213262),0.54,0.0,0,84.0,58.6,70.3,25.4,1.13,0.0,0,79.2,60.9,69.0,18.3,0.35,0.0,0,81.8,54.6,68.4,27.2,1.82,0.0,0,71.4,57.3,64.6,14.1
413304,2024-05-04,POINT (29.4506434590136 -98.5900050796642),1.21,0.0,0,86.3,72.1,76.9,14.2,0.67,0.0,0,79.7,62.8,69.3,17.0,0.04,0.0,0,84.8,68.9,74.6,16.0,0.92,0.0,0,82.6,57.9,70.4,24.7
305785,2024-04-30,POINT (29.559934709245 -98.4359047852018),1.74,0.0,0,85.1,69.2,74.7,15.9,0.65,0.0,0,80.1,64.8,70.7,15.3,0.88,0.0,0,84.6,59.3,71.4,25.3,0.26,0.0,0,82.9,54.5,69.4,28.3
