CASEID,WEEK1PRCP,WEEK1SNOW,WEEK1TFRZ,WEEK1TMAX,WEEK1TMIN,WEEK1TAVG,WEEK1TDIF,WEEK2PRCP,WEEK2SNOW,WEEK2TFRZ,WEEK2TMAX,WEEK2TMIN,WEEK2TAVG,WEEK2TDIF,WEEK3PRCP,WEEK3SNOW,WEEK3TFRZ,WEEK3TMAX,WEEK3TMIN,WEEK3TAVG,WEEK3TDIF,WEEK4PRCP,WEEK4SNOW,WEEK4TFRZ,WEEK4TMAX,WEEK4TMIN,WEEK4TAVG,WEEK4TDIF
1014928929,0.15,0.0,0,86.0,70.1,76.4,16.0,2.74,0.0,0,86.3,72.2,78.0,14.0,4.44,0.0,0,83.3,72.2,76.0,11.1,10.41,0.0,0,90.1,74.0,80.1,16.1
1014928948,0.28,0.0,0,86.0,70.1,76.4,16.0,2.16,0.0,0,86.3,72.2,78.0,14.0,6.22,0.0,0,83.9,72.5,76.0,11.4,8.62,0.0,0,90.6,74.6,80.1,16.0
1014928959,0.3,0.0,0,86.0,70.1,76.4,16.0,2.3,0.0,0,86.3,72.2,78.0,14.0,4.69,0.0,0,83.3,72.2,76.0,11.1,10.55,0.0,0,90.4,74.2,80.1,16.2
1014928979,0.3,0.0,0,86.0,70.1,76.4,16.0,2.18,0.0,0,86.3,72.2,78.0,14.0,4.62,0.0,0,83.9,72.5,76.0,11.4,12.4,0.0,0,90.7,74.6,80.1,16.0
1014929415,0.16,0.0,0,86.0,70.1,76.4,16.0,2.67,0.0,0,86.3,72.2,78.0,14.0,4.66,0.0,0,83.3,72.2,76.0,11.1,12.74,0.0,0,90.3,74.1,80.1,16.1
1014929437,0.4,0.0,0,86.0,70.1,76.4,16.0,2.1,0.0,0,86.3,72.2,78.0,14.0,5.23,0.0,0,83.9,72.5,76.0,11.4,12.09,0.0,0,90.7,74.6,80.1,16.0
1014929452,0.33,0.0,0,86.0,70.1,76.4,16.0,2.84,0.0,0,86.3,72.2,78.0,14.0,4.92,0.0,0,83.3,72.2,76.0,11.1,13.6,0.0,0,90.4,74.2,80.1,16.2
1014929776,0.4,0.0,0,86.0,70.1,76.4,16.0,2.11,0.0,0,86.3,72.2,78.0,14.0,5.0,0.0,0,83.9,72.5,76.0,11.4,9.38,0.0,0,90.7,74.6,80.1,16.0
1014929786,0.31,0.0,0,86.0,70.1,76.4,16.0,2.84,0.0,0,86.3,72.2,78.0,14.0,4.93,0.0,0,83.3,72.2,76.0,11.1,13.46,0.0,0,90.9,74.3,80.1,16.6
1014929808,0.44,0.0,0,86.0,70.1,76.4,16.0,2.25,0.0,0,86.3,72.2,78.0,14.0,5.7,0.0,0,83.9,72.5,76.0,11.4,13.33,0.0,0,90.7,74.6,80.1,16.0
1014930098,0.33,0.0,0,86.0,70.1,76.4,16.0,3.13,0.0,0,86.3,72.2,78.0,14.0,4.82,0.0,0,83.3,72.2,76.0,11.1,9.9,0.0,0,90.9,74.3,80.1,16.6
1014930117,0.45,0.0,0,86.0,70.1,76.4,16.0,2.21,0.0,0,86.3,72.2,78.0,14.0,4.61,0.0,0,83.9,72.5,76.0,11.4,9.85,0.0,0,90.7,74.6,80.1,16.0
1014930184,0.33,0.0,0,86.0,70.1,76.4,16.0,3.13,0.0,0,86.3,72.2,78.0,14.0,5.0,0.0,0,83.3,72.2,76.0,11.1,9.65,0.0,0,90.9,74.3,80.1,16.6
1014930227,0.45,0.0,0,86.0,70.1,76.4,16.0,2.45,0.0,0,86.3,72.2,78.0,14.0,5.56,0.0,0,83.9,72.5,76.0,11.4,9.18,0.0,0,90.7,74.6,80.1,16.0
1014930305,0.33,0.0,0,86.0,70.1,76.4,16.0,2.47,0.0,0,86.3,72.2,78.0,14.0,4.73,0.0,0,83.3,72.2,76.0,11.1,11.06,0.0,0,90.4,74.2,80.1,16.2
1014930403,0.36,0.0,0,86.0,70.1,76.4,16.0,2.33,0.0,0,86.3,72.2,78.0,14.0,5.67,0.0,0,83.7,72.3,76.0,11.3,12.88,0.0,0,90.7,74.6,80.1,16.0
1014930501,0.32,0.0,0,86.0,70.1,76.4,16.0,2.94,0.0,0,86.3,72.2,78.0,14.0,4.89,0.0,0,83.3,72.2,76.0,11.1,12.34,0.0,0,90.0,73.9,80.1,16.1
1014930557,0.39,0.0,0,86.0,70.1,76.4,16.0,2.37,0.0,0,86.3,72.2,78.0,14.0,5.28,0.0,0,83.7,72.3,76.0,11.3,11.09,0.0,0,90.4,74.4,80.1,16.0
1014930651,0.21,0.0,0,86.0,70.1,76.4,16.0,2.74,0.0,0,86.3,72.2,78.0,14.0,5.04,0.0,0,83.3,72.2,76.0,11.1,10.24,0.0,0,89.8,73.9,80.1,15.9
1014930667,0.3,0.0,0,86.0,70.1,76.4,16.0,2.22,0.0,0,86.3,72.2,78.0,14.0,4.75,0.0,0,84.0,72.4,76.0,11.7,10.31,0.0,0,90.4,74.4,80.1,16.0
1014930690,0.2,0.0,0,86.0,70.1,76.4,16.0,2.8,0.0,0,86.3,72.2,78.0,14.0,5.04,0.0,0,83.3,72.2,76.0,11.1,10.11,0.0,0,89.8,73.9,80.1,15.9
1014930709,0.16,0.0,0,86.0,70.1,76.4,16.0,1.77,0.0,0,86.6,72.2,78.0,14.4,6.05,0.0,0,84.0,72.4,76.0,11.7,11.98,0.0,0,90.4,74.4,80.1,16.0
1014930710,0.35,0.0,0,86.0,70.1,76.4,16.0,2.88,0.0,0,86.3,72.2,78.0,14.0,4.86,0.0,0,83.3,72.2,76.0,11.1,9.69,0.0,0,89.8,73.9,80.1,15.9
1014930734,0.27,0.0,0,86.0,70.1,76.4,16.0,2.27,0.0,0,86.6,72.2,78.0,14.4,5.18,0.0,0,83.7,72.3,76.0,11.3,12.53,0.0,0,90.4,74.4,80.1,16.0
1014930765,0.35,0.0,0,86.0,70.1,76.4,16.0,2.72,0.0,0,86.6,72.2,78.0,14.4,5.27,0.0,0,83.3,72.2,76.0,11.1,10.34,0.0,0,89.8,73.9,80.1,15.9
1014930775,0.38,0.0,0,86.0,70.1,76.4,16.0,1.64,0.0,0,86.6,72.0,78.0,14.6,5.62,0.0,0,83.7,72.3,76.0,11.3,12.53,0.0,0,90.4,74.4,80.1,16.0
1014931071,0.34,0.0,0,86.0,70.1,76.4,16.0,2.72,0.0,0,86.8,72.4,78.0,14.4,5.15,0.0,0,83.3,72.2,76.0,11.1,13.08,0.0,0,89.6,73.8,80.1,15.8
1014931182,0.38,0.0,0,86.0,70.1,76.4,16.0,1.64,0.0,0,86.6,72.0,78.0,14.6,5.56,0.0,0,83.7,72.3,76.0,11.3,11.97,0.0,0,89.9,74.1,80.1,15.8
1014931269,0.35,0.0,0,86.0,70.1,76.4,16.0,2.3,0.0,0,86.8,72.4,78.0,14.4,4.92,0.0,0,83.3,72.2,76.0,11.1,13.8,0.0,0,89.5,73.8,80.1,15.8
1014931348,0.38,0.0,0,86.0,70.1,76.4,16.0,1.87,0.0,0,86.6,72.0,78.0,14.6,5.04,0.0,0,83.7,72.3,76.0,11.3,10.25,0.0,0,89.6,73.9,80.1,15.7
1014931377,0.35,0.0,0,86.0,70.1,76.4,16.0,2.38,0.0,0,86.8,72.4,78.0,14.4,4.99,0.0,0,83.3,72.2,76.0,11.1,11.29,0.0,0,89.5,73.8,80.1,15.8
1014931404,0.38,0.0,0,86.0,70.1,76.4,16.0,2.32,0.0,0,86.6,72.0,78.0,14.6,5.99,0.0,0,83.7,72.3,76.0,11.3,12.33,0.0,0,89.6,73.9,80.1,15.7
1014931440,0.35,0.0,0,86.0,70.1,76.4,16.0,2.92,0.0,0,86.8,72.4,78.0,14.4,4.96,0.0,0,83.3,72.2,76.0,11.1,11.13,0.0,0,89.5,73.8,80.1,15.8
1014931528,0.27,0.0,0,86.0,70.1,76.4,16.0,2.42,0.0,0,86.6,72.0,78.0,14.6,5.41,0.0,0,83.7,72.3,76.0,11.3,10.61,0.0,0,89.6,73.9,80.1,15.7
1014931530,0.22,0.0,0,86.0,70.1,76.4,16.0,2.92,0.0,0,86.8,72.4,78.0,14.4,4.61,0.0,0,83.3,72.2,76.0,11.1,12.2,0.0,0,89.5,73.8,80.1,15.8
1014931663,0.29,0.0,0,86.0,70.1,76.4,16.0,2.75,0.0,0,86.6,72.0,78.0,14.6,6.0,0.0,0,83.7,72.3,76.0,11.3,11.8,0.0,0,89.6,73.9,80.1,15.7
1014931740,0.31,0.0,0,86.0,70.1,76.4,16.0,2.92,0.0,0,86.8,72.4,78.0,14.4,5.03,0.0,0,83.3,72.2,76.0,11.1,12.53,0.0,0,89.5,73.8,80.1,15.8
1014931762,0.27,0.0,0,86.0,70.1,76.4,16.0,2.75,0.0,0,86.6,72.0,78.0,14.6,5.88,0.0,0,83.7,72.3,76.0,11.3,8.66,0.0,0,89.6,73.9,80.1,15.7
1014931913,0.37,0.0,0,85.8,70.1,76.3,15.6,1.57,0.0,0,86.5,72.8,78.0,13.7,3.66,0.0,0,85.3,72.0,76.6,13.3,6.33,0.0,0,88.3,74.3,78.6,14.0
1014931922,0.37,0.0,0,85.8,70.1,76.3,15.6,1.63,0.0,0,86.5,72.8,78.0,13.7,3.85,0.0,0,85.3,72.0,76.6,13.3,7.39,0.0,0,87.4,73.9,78.6,13.6
1014931923,0.21,0.0,0,85.8,70.1,76.3,15.6,1.51,0.0,0,86.5,72.8,78.0,13.7,3.98,0.0,0,85.3,72.0,76.6,13.3,9.5,0.0,0,88.6,74.1,78.6,14.5
1014931925,0.37,0.0,0,85.8,70.1,76.3,15.6,1.63,0.0,0,86.5,72.8,78.0,13.7,3.87,0.0,0,85.3,72.0,76.6,13.3,12.34,0.0,0,87.8,74.0,78.6,13.7
1014931931,0.37,0.0,0,85.8,70.1,76.3,15.6,1.51,0.0,0,86.5,72.8,78.0,13.7,3.89,0.0,0,85.3,72.0,76.6,13.3,10.44,0.0,0,87.3,74.1,78.6,13.2
1014931934,0.37,0.0,0,85.8,70.1,76.3,15.6,1.59,0.0,0,86.5,72.8,78.0,13.7,3.71,0.0,0,85.0,71.8,76.6,13.2,7.53,0.0,0,86.5,73.0,78.6,13.4
1014931984,0.14,0.0,0,85.8,70.1,76.3,15.6,1.41,0.0,0,86.7,73.1,78.0,13.6,3.59,0.0,0,85.3,72.0,76.6,13.3,9.49,0.0,0,86.1,72.7,78.6,13.5
1014931989,0.58,0.0,0,85.8,70.1,76.3,15.6,1.45,0.0,0,86.5,72.8,78.0,13.7,4.4,0.0,0,85.0,71.8,76.6,13.2,11.84,0.0,0,86.0,72.6,78.6,13.5
1014931999,0.28,0.0,0,85.8,70.1,76.3,15.6,1.44,0.0,0,86.7,73.1,78.0,13.6,3.86,0.0,0,85.3,72.0,76.6,13.3,5.63,0.0,0,86.1,72.7,78.6,13.5
1014932009,0.43,0.0,0,85.8,70.1,76.3,15.6,1.45,0.0,0,86.5,72.8,78.0,13.7,5.12,0.0,0,84.5,71.9,76.6,12.6,10.23,0.0,0,86.5,72.8,78.6,13.7
1014932144,0.44,0.0,0,85.8,70.1,76.3,15.6,1.61,0.0,0,86.7,73.1,78.0,13.6,4.71,0.0,0,85.3,72.0,76.6,13.3,8.07,0.0,0,86.2,72.5,78.6,13.7
1014932219,0.5,0.0,0,85.8,70.1,76.3,15.6,2.05,0.0,0,86.2,72.8,78.0,13.4,4.22,0.0,0,84.7,72.0,76.6,12.8,6.78,0.0,0,86.7,73.0,78.6,13.7
1014932234,0.18,0.0,0,85.8,70.1,76.3,15.6,2.59,0.0,0,86.2,72.9,78.0,13.3,4.17,0.0,0,85.3,72.0,76.6,13.3,6.3,0.0,0,86.1,72.7,78.6,13.5
1014932316,0.47,0.0,0,85.8,70.1,76.3,15.6,2.14,0.0,0,86.5,72.8,78.0,13.7,4.19,0.0,0,85.0,72.0,76.6,13.1,13.01,0.0,0,86.5,72.8,78.6,13.7
1014932349,0.42,0.0,0,85.8,70.1,76.3,15.6,2.01,0.0,0,86.2,72.9,78.0,13.3,4.21,0.0,0,85.3,72.0,76.6,13.3,9.43,0.0,0,86.3,73.1,78.6,13.2
1014932387,0.47,0.0,0,85.8,70.1,76.3,15.6,1.34,0.0,0,86.2,72.8,78.0,13.4,4.67,0.0,0,85.3,71.8,76.6,13.6,12.58,0.0,0,86.6,72.9,78.6,13.7
1014932521,0.27,0.0,0,85.8,70.1,76.3,15.6,1.84,0.0,0,85.9,72.6,78.0,13.3,4.5,0.0,0,85.3,72.0,76.6,13.3,7.82,0.0,0,86.3,73.1,78.6,13.2
1014932542,0.37,0.0,0,86.2,70.2,76.3,16.0,1.44,0.0,0,86.2,72.8,78.0,13.4,4.1,0.0,0,85.3,71.8,76.6,13.6,9.42,0.0,0,86.6,72.9,78.6,13.7
1014932553,0.36,0.0,0,85.8,70.1,76.3,15.6,2.01,0.0,0,86.4,72.9,78.0,13.5,4.28,0.0,0,85.3,72.0,76.6,13.3,10.84,0.0,0,85.9,72.7,78.6,13.1
1014932567,0.54,0.0,0,86.2,70.2,76.3,16.0,1.29,0.0,0,86.5,72.8,78.0,13.7,4.53,0.0,0,85.3,71.8,76.6,13.6,11.28,0.0,0,86.6,72.6,78.6,14.0
1014932582,0.26,0.0,0,85.8,70.1,76.3,15.6,2.33,0.0,0,85.8,72.4,78.0,13.3,4.96,0.0,0,85.0,71.8,76.6,13.2,9.55,0.0,0,85.9,72.7,78.6,13.1
1014932610,0.52,0.0,0,86.2,70.2,76.3,16.0,0.98,0.0,0,86.0,72.7,78.0,13.4,4.26,0.0,0,85.0,71.8,76.6,13.2,10.14,0.0,0,86.6,72.6,78.6,14.0
1014932829,0.26,0.0,0,85.8,70.1,76.3,15.6,1.48,0.0,0,85.8,72.4,78.0,13.3,4.64,0.0,0,85.2,71.7,76.6,13.6,8.53,0.0,0,85.9,72.7,78.6,13.1
1014932854,0.43,0.0,0,86.2,70.2,76.3,16.0,1.28,0.0,0,86.0,72.7,78.0,13.4,4.38,0.0,0,85.3,71.9,76.6,13.4,13.04,0.0,0,86.6,72.6,78.6,14.0
1014933105,0.27,0.0,0,85.8,70.4,76.3,15.4,1.72,0.0,0,86.2,72.6,78.0,13.7,4.2,0.0,0,85.2,71.7,76.6,13.6,8.39,0.0,0,86.9,73.0,78.6,13.9
1014933115,0.31,0.0,0,86.2,70.5,76.3,15.8,0.97,0.0,0,86.2,72.6,78.0,13.7,4.42,0.0,0,85.3,71.9,76.6,13.4,10.2,0.0,0,86.6,72.6,78.6,14.0
1014933133,0.34,0.0,0,85.1,69.2,76.3,16.0,2.2,0.0,0,86.2,72.6,78.0,13.7,4.41,0.0,0,84.9,71.4,76.6,13.5,10.62,0.0,0,86.7,73.1,78.6,13.6
1014933151,0.33,0.0,0,85.1,69.2,76.3,16.0,1.25,0.0,0,86.2,72.6,78.0,13.7,4.1,0.0,0,84.6,71.6,76.6,13.0,14.75,0.0,0,86.1,72.6,78.6,13.6
1014933218,0.34,0.0,0,85.7,70.2,76.3,15.5,1.87,0.0,0,86.2,72.6,78.0,13.7,4.81,0.0,0,84.9,71.4,76.6,13.5,9.58,0.0,0,86.5,73.1,78.6,13.4
1014933263,0.24,0.0,0,85.5,69.8,76.3,15.7,1.35,0.0,0,85.8,72.4,78.0,13.3,3.85,0.0,0,84.6,71.6,76.6,13.0,11.78,0.0,0,85.8,72.6,78.6,13.2
1014933265,0.27,0.0,0,85.0,69.1,76.3,16.0,1.89,0.0,0,86.0,72.4,78.0,13.6,4.08,0.0,0,85.0,71.5,76.6,13.5,9.48,0.0,0,86.7,73.2,78.6,13.4
1014933296,0.48,0.0,0,85.5,69.8,76.3,15.7,1.43,0.0,0,86.2,72.6,78.0,13.6,4.15,0.0,0,84.3,71.4,76.6,12.9,14.22,0.0,0,86.1,72.8,78.6,13.3
1014933310,0.17,0.0,0,85.0,69.1,76.3,16.0,1.95,0.0,0,85.8,72.4,78.0,13.3,4.23,0.0,0,84.8,71.3,76.6,13.5,8.39,0.0,0,86.3,73.2,78.6,13.1
1014933344,0.33,0.0,0,84.9,69.1,76.3,15.8,2.12,0.0,0,86.0,72.6,78.0,13.3,4.09,0.0,0,84.3,71.4,76.6,12.9,14.21,0.0,0,86.3,72.9,78.6,13.4
1014933395,0.03,0.0,0,85.2,69.3,76.3,15.9,2.39,0.0,0,85.8,72.4,78.0,13.3,3.93,0.0,0,84.8,71.3,76.6,13.5,9.36,0.0,0,86.3,73.2,78.6,13.1
1014933525,0.32,0.0,0,84.7,68.8,76.3,16.0,2.11,0.0,0,86.0,72.6,78.0,13.3,3.53,0.0,0,84.3,71.4,76.6,12.9,14.63,0.0,0,86.3,72.9,78.6,13.4
1014933613,0.17,0.0,0,85.2,69.3,76.3,15.9,1.67,0.0,0,86.0,72.4,78.0,13.6,4.37,0.0,0,84.6,71.4,76.6,13.1,10.28,0.0,0,86.2,73.1,78.6,13.0
1014933698,0.25,0.0,0,84.6,68.6,76.3,16.0,1.54,0.0,0,85.9,72.7,78.0,13.2,3.69,0.0,0,84.6,71.3,76.6,13.2,14.5,0.0,0,86.3,72.9,78.6,13.4
1014933836,0.24,0.0,0,85.0,68.9,76.3,16.0,2.03,0.0,0,85.2,72.1,78.0,13.1,4.76,0.0,0,84.3,71.4,76.6,12.9,10.31,0.0,0,86.3,73.2,78.6,13.1
1014933883,0.26,0.0,0,84.7,68.9,76.3,15.8,1.95,0.0,0,85.9,72.7,78.0,13.2,3.06,0.0,0,84.8,71.3,76.6,13.5,10.35,0.0,0,86.3,72.9,78.6,13.4
1014933906,0.34,0.0,0,84.5,68.5,76.3,16.0,1.93,0.0,0,85.5,72.1,78.0,13.4,3.89,0.0,0,84.6,71.4,76.6,13.1,10.58,0.0,0,86.3,73.2,78.6,13.1
1014934088,0.35,0.0,0,84.6,68.6,76.3,16.0,1.51,0.0,0,86.2,72.4,78.0,13.8,3.3,0.0,0,84.4,71.1,76.6,13.3,10.84,0.0,0,86.3,72.9,78.6,13.4
1014934116,0.17,0.0,0,84.6,68.6,76.3,16.0,1.58,0.0,0,85.8,72.6,78.0,13.2,4.34,0.0,0,84.4,71.3,76.6,13.0,10.39,0.0,0,86.3,73.2,78.6,13.1
1014934151,0.24,0.0,0,84.6,68.6,76.3,16.0,1.89,0.0,0,85.4,72.5,78.0,12.9,3.27,0.0,0,84.8,71.3,76.6,13.5,12.71,0.0,0,86.3,72.9,78.6,13.4
1014934162,0.12,0.0,0,84.6,68.6,76.3,16.0,2.17,0.0,0,85.8,72.6,78.0,13.2,4.44,0.0,0,85.7,72.1,76.6,13.6,9.66,0.0,0,86.3,73.2,78.6,13.1
1014934174,0.23,0.0,0,84.4,68.5,76.3,16.0,1.65,0.0,0,86.2,72.8,78.0,13.4,3.64,0.0,0,84.8,71.3,76.6,13.5,14.18,0.0,0,86.3,72.9,78.6,13.4
1014934190,0.17,0.0,0,84.6,68.6,76.3,16.0,2.02,0.0,0,86.0,72.6,78.0,13.5,3.78,0.0,0,85.7,72.1,76.6,13.6,8.87,0.0,0,86.3,73.2,78.6,13.1
1014934237,0.2,0.0,0,84.4,68.4,76.3,16.0,1.74,0.0,0,85.9,72.8,78.0,13.1,3.25,0.0,0,84.4,71.3,76.6,13.0,14.05,0.0,0,86.3,72.9,78.6,13.4
1014934354,0.22,0.0,0,84.3,68.5,76.3,15.8,2.06,0.0,0,85.8,72.4,78.0,13.3,4.05,0.0,0,84.6,71.3,76.6,13.3,9.77,0.0,0,86.3,73.2,78.6,13.1
1014934376,0.26,0.0,0,84.4,68.4,76.3,16.0,1.74,0.0,0,85.9,72.8,78.0,13.1,3.06,0.0,0,84.4,71.3,76.6,13.0,13.71,0.0,0,86.3,72.9,78.6,13.4
1014934405,0.16,0.0,0,84.4,68.5,76.3,15.9,1.93,0.0,0,85.8,72.2,78.0,13.5,3.97,0.0,0,84.8,71.5,76.6,13.3,8.53,0.0,0,86.0,73.0,78.6,13.0
1014934412,0.14,0.0,0,84.4,68.5,76.3,16.0,1.85,0.0,0,85.9,72.6,78.0,13.3,4.33,0.0,0,84.4,71.3,76.6,13.0,10.96,0.0,0,86.0,72.7,78.6,13.3
1014934419,0.16,0.0,0,84.4,68.5,76.3,15.9,2.11,0.0,0,86.0,72.4,78.0,13.6,3.92,0.0,0,84.8,71.5,76.6,13.3,9.27,0.0,0,86.3,73.2,78.6,13.1
1014934444,0.14,0.0,0,84.4,68.5,76.3,16.0,1.94,0.0,0,85.9,72.6,78.0,13.3,4.41,0.0,0,84.6,71.5,76.6,13.1,13.33,0.0,0,86.0,72.7,78.6,13.3
1014934515,0.05,0.0,0,84.2,68.4,76.3,15.8,1.9,0.0,0,85.8,72.2,78.0,13.6,4.2,0.0,0,84.8,71.5,76.6,13.3,8.36,0.0,0,86.0,73.0,78.6,13.0
1014934576,0.21,0.0,0,84.4,68.3,76.3,16.1,1.45,0.0,0,86.0,72.7,78.0,13.4,3.92,0.0,0,84.6,71.5,76.6,13.1,11.82,0.0,0,86.0,72.7,78.6,13.3
1014934629,0.06,0.0,0,84.2,68.4,76.3,15.8,1.9,0.0,0,85.8,72.2,78.0,13.6,4.53,0.0,0,84.8,71.5,76.6,13.3,8.28,0.0,0,86.0,73.0,78.6,13.0
1014934639,0.21,0.0,0,84.3,68.2,76.3,16.1,1.96,0.0,0,85.7,72.6,78.0,13.1,3.93,0.0,0,84.6,71.3,76.6,13.3,12.53,0.0,0,86.0,72.7,78.6,13.3
